HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457746.68197,2016-12-24.1828226,bg,1.42,99.990,99.990,99.990,99.990,99.990,V
2457749.69990,2016-12-27.2006456,bg,1.53,14.981,11.047,0.008,146.279,1.030,V
2457749.70118,2016-12-27.2019312,bg,1.53,99.990,99.990,99.990,99.990,99.990,V
2457749.70247,2016-12-27.2032210,bg,1.61,99.990,99.990,99.990,99.990,99.990,V
2457749.70380,2016-12-27.2045415,bh,1.62,15.059,11.033,0.006,148.223,0.825,V
2457749.70508,2016-12-27.2058310,bh,1.65,15.064,11.048,0.006,146.152,0.842,V
2457749.70638,2016-12-27.2071284,bh,1.68,15.058,11.030,0.006,148.590,0.838,V
2457751.76813,2016-12-29.2688104,bg,1.75,14.991,11.051,0.007,145.822,0.866,V
2457751.76942,2016-12-29.2701003,bg,1.64,14.972,11.037,0.007,147.636,0.981,V
2457751.77072,2016-12-29.2713883,bg,1.64,14.991,11.060,0.007,144.512,0.854,V
2457751.78381,2016-12-29.2844863,bh,1.51,15.072,11.038,0.006,147.484,0.873,V
2457751.78509,2016-12-29.2857616,bh,1.49,15.081,11.053,0.006,145.361,0.869,V
2457751.78638,2016-12-29.2870521,bh,1.50,15.065,11.043,0.006,146.702,0.791,V
2457754.65247,2017-01-01.1530459,bg,1.53,14.996,11.056,0.008,144.943,1.017,V
2457754.65376,2017-01-01.1543311,bg,1.59,15.013,11.066,0.007,143.705,0.876,V
2457754.65505,2017-01-01.1556203,bg,1.53,15.012,11.094,0.007,139.984,0.916,V
2457754.68917,2017-01-01.1897409,bh,1.52,15.076,11.036,0.006,147.725,0.798,V
2457754.69046,2017-01-01.1910293,bh,1.55,15.086,11.046,0.006,146.349,0.777,V
2457754.69175,2017-01-01.1923228,bh,1.52,15.084,11.033,0.006,148.232,0.820,V
2457757.74293,2017-01-04.2433931,bh,1.59,15.076,11.038,0.006,147.350,0.810,V
2457757.74422,2017-01-04.2446797,bh,1.54,15.073,11.029,0.006,148.658,0.825,V
2457757.74551,2017-01-04.2459640,bh,1.48,15.081,11.042,0.006,146.915,0.857,V
2457757.75710,2017-01-04.2575597,bg,1.51,15.031,11.072,0.007,142.873,0.858,V
2457757.75838,2017-01-04.2588443,bg,1.43,15.020,11.038,0.008,147.496,1.029,V
2457757.75967,2017-01-04.2601327,bg,1.52,15.022,11.045,0.008,146.452,0.997,V
2457759.81874,2017-01-06.3191228,bg,1.59,99.990,99.990,99.990,99.990,99.990,V
2457759.82002,2017-01-06.3204006,bg,1.53,15.013,11.040,0.008,147.181,0.996,V
2457759.82131,2017-01-06.3217009,bg,1.51,99.990,99.990,99.990,99.990,99.990,V
2457760.61759,2017-01-07.1179415,bg,1.43,14.904,11.045,0.008,146.537,1.142,V
2457760.61887,2017-01-07.1192261,bg,1.45,14.953,11.059,0.008,144.583,1.004,V
2457760.62016,2017-01-07.1205155,bg,1.45,14.913,11.031,0.008,148.488,1.070,V
2457760.67397,2017-01-07.1743275,bh,1.37,15.070,11.050,0.006,145.854,0.876,V
2457760.67526,2017-01-07.1756134,bh,1.37,15.068,11.028,0.006,148.781,0.873,V
2457760.67656,2017-01-07.1769159,bh,1.32,15.061,11.016,0.006,150.563,0.877,V
2457761.78490,2017-01-08.2852129,bg,1.64,99.990,99.990,99.990,99.990,99.990,V
2457761.78619,2017-01-08.2865006,bg,1.60,99.990,99.990,99.990,99.990,99.990,V
2457761.78747,2017-01-08.2877851,bg,1.53,99.990,99.990,99.990,99.990,99.990,V
2457761.79509,2017-01-08.2954013,bh,1.42,15.085,11.032,0.006,148.195,0.829,V
2457761.79637,2017-01-08.2966875,bh,1.42,15.095,11.046,0.006,146.378,0.822,V
2457761.79767,2017-01-08.2979870,bh,1.36,15.094,11.032,0.006,148.241,0.812,V
2457762.60992,2017-01-09.1101983,bg,1.53,14.850,11.077,0.008,142.192,1.019,V
2457762.61121,2017-01-09.1114903,bg,1.62,14.892,11.057,0.008,144.967,1.070,V
2457762.61249,2017-01-09.1127739,bg,1.61,14.911,11.055,0.008,145.282,1.076,V
2457764.66137,2017-01-11.1615774,bh,1.27,15.003,11.021,0.007,149.726,0.900,V
2457764.66267,2017-01-11.1628773,bh,1.33,15.027,11.022,0.006,149.540,0.863,V
2457764.66397,2017-01-11.1641748,bh,1.33,15.019,11.040,0.007,147.201,0.884,V
2457764.72765,2017-01-11.2278523,bg,1.35,14.909,11.051,0.008,145.665,1.039,V
2457764.72893,2017-01-11.2291386,bg,1.39,14.939,11.034,0.007,148.062,0.940,V
2457764.73023,2017-01-11.2304347,bg,1.45,14.945,11.039,0.008,147.344,1.095,V
2457766.85622,2017-01-13.3563482,bh,1.39,14.970,11.042,0.009,146.988,1.148,V
2457766.85751,2017-01-13.3576347,bh,1.42,15.015,11.061,0.008,144.390,0.965,V
2457766.85880,2017-01-13.3589232,bh,1.29,14.995,11.032,0.007,148.205,0.947,V
2457767.71919,2017-01-14.2192781,bg,1.41,14.920,11.058,0.009,144.789,1.190,V
2457767.72047,2017-01-14.2205656,bg,1.43,14.919,11.056,0.008,144.995,1.114,V
2457767.72176,2017-01-14.2218549,bg,1.42,14.884,11.039,0.008,147.306,1.122,V
2457769.74305,2017-01-16.2430649,bg,1.41,14.934,11.030,0.008,148.558,1.071,V
2457769.74433,2017-01-16.2443510,bg,1.42,14.921,11.023,0.007,149.575,0.954,V
2457769.74562,2017-01-16.2456363,bg,1.43,14.926,11.041,0.008,147.119,1.139,V
2457770.77600,2017-01-17.2759790,bh,1.39,15.027,11.026,0.006,149.147,0.875,V
2457770.77729,2017-01-17.2772664,bh,1.36,15.020,11.023,0.006,149.505,0.899,V
2457770.77858,2017-01-17.2785581,bh,1.38,15.046,11.033,0.007,148.062,0.988,V
2457771.72254,2017-01-18.2224880,bg,1.36,14.966,11.051,0.008,145.705,1.047,V
2457771.72383,2017-01-18.2237706,bg,1.42,14.956,11.035,0.007,147.951,0.901,V
2457771.72511,2017-01-18.2250604,bg,1.47,14.969,11.053,0.008,145.496,1.066,V
2457772.63603,2017-01-19.1359403,bg,1.45,14.929,11.033,0.007,148.196,1.023,V
2457772.63731,2017-01-19.1372204,bg,1.41,14.917,11.034,0.007,148.023,0.983,V
2457772.63860,2017-01-19.1385126,bg,1.44,14.949,11.048,0.007,146.149,0.929,V
2457772.78760,2017-01-19.2875026,bh,1.34,15.024,11.027,0.006,148.996,0.941,V
2457772.78889,2017-01-19.2887918,bh,1.33,15.025,11.021,0.006,149.828,0.860,V
2457772.79017,2017-01-19.2900776,bh,1.33,15.046,11.074,0.007,142.762,0.908,V
2457773.71402,2017-01-20.2138881,bh,1.42,15.027,11.046,0.007,146.353,0.857,V
2457773.71530,2017-01-20.2151692,bh,1.42,15.023,11.039,0.007,147.312,0.825,V
2457773.71659,2017-01-20.2164552,bh,1.45,15.022,11.034,0.007,147.973,0.916,V
2457774.68007,2017-01-21.1799003,bh,1.37,15.037,11.047,0.007,146.193,0.930,V
2457774.68137,2017-01-21.1812042,bh,1.40,15.020,11.030,0.007,148.513,0.888,V
2457774.68267,2017-01-21.1825008,bh,1.43,15.040,11.061,0.007,144.503,0.866,V
2457775.81256,2017-01-22.3123520,bg,1.44,14.896,11.062,0.007,144.363,0.936,V
2457775.81384,2017-01-22.3136333,bg,1.48,14.899,11.042,0.007,146.910,1.023,V
2457775.81513,2017-01-22.3149193,bg,1.49,14.894,11.044,0.008,146.636,1.049,V
2457777.65370,2017-01-24.1534221,bh,1.42,15.007,11.050,0.007,145.873,0.863,V
2457777.65500,2017-01-24.1547247,bh,1.37,15.000,11.031,0.006,148.403,0.840,V
2457777.65630,2017-01-24.1560232,bh,1.34,15.008,11.045,0.007,146.494,0.895,V
2457778.62247,2017-01-25.1221563,bg,1.46,14.941,11.126,0.008,136.042,0.989,V
2457778.62376,2017-01-25.1234445,bg,1.39,14.906,11.062,0.008,144.307,1.057,V
2457778.62506,2017-01-25.1247442,bg,1.44,14.902,11.044,0.008,146.627,1.036,V
2457779.66433,2017-01-26.1639797,bh,1.51,14.986,11.042,0.007,146.895,0.901,V
2457780.59131,2017-01-27.0909265,bg,1.43,14.870,11.048,0.008,146.162,1.074,V
2457780.59262,2017-01-27.0922386,bg,1.41,14.859,11.036,0.008,147.692,1.109,V
2457780.59393,2017-01-27.0935472,bg,1.41,14.869,11.073,0.008,142.812,1.063,V
2457780.61536,2017-01-27.1149771,bh,1.52,14.962,11.051,0.007,145.597,0.880,V
2457780.61666,2017-01-27.1162791,bh,1.44,14.962,11.039,0.007,147.377,0.931,V
2457780.61796,2017-01-27.1175802,bh,1.43,14.973,11.065,0.007,143.947,0.912,V
2457781.61111,2017-01-28.1106851,bg,1.50,14.906,11.054,0.007,145.327,0.964,V
2457781.61242,2017-01-28.1119983,bg,1.43,14.932,11.062,0.008,144.236,1.046,V
2457781.61372,2017-01-28.1132960,bg,1.41,14.935,11.064,0.008,144.002,1.010,V
2457781.61902,2017-01-28.1186015,bh,1.44,14.999,11.051,0.007,145.671,0.843,V
2457781.62033,2017-01-28.1199109,bh,1.44,14.992,11.033,0.007,148.168,0.865,V
2457781.62164,2017-01-28.1212241,bh,1.50,14.999,11.044,0.007,146.665,0.846,V
2457783.59797,2017-01-30.0974771,bg,1.44,14.932,11.049,0.007,146.024,1.009,V
2457783.59928,2017-01-30.0987865,bg,1.39,99.990,99.990,99.990,99.990,99.990,V
2457783.60060,2017-01-30.1001127,bg,1.45,99.990,99.990,99.990,99.990,99.990,V
2457783.61799,2017-01-30.1175,bh,1.38,15.012,11.026,0.007,149.060,0.871,V
2457783.61929,2017-01-30.1188018,bh,1.37,15.023,11.046,0.007,146.314,0.851,V
2457783.62059,2017-01-30.1200993,bh,1.44,15.011,11.030,0.007,148.681,0.924,V
2457785.64738,2017-02-01.1468133,bg,1.67,14.966,11.044,0.007,146.661,0.903,V
2457785.64870,2017-02-01.1481291,bg,1.72,99.990,99.990,99.990,99.990,99.990,V
2457785.65002,2017-02-01.1494528,bg,1.70,14.979,11.045,0.007,146.573,0.904,V
2457785.65931,2017-02-01.1587450,bh,1.67,15.049,11.034,0.006,147.969,0.858,V
2457785.66064,2017-02-01.1600681,bh,1.65,15.034,11.025,0.006,149.284,0.822,V
2457785.66195,2017-02-01.1613805,bh,1.61,15.051,11.028,0.006,148.794,0.839,V
2457787.78798,2017-02-03.2873379,bg,1.47,99.990,99.990,99.990,99.990,99.990,V
2457787.78931,2017-02-03.2886640,bg,1.46,99.990,99.990,99.990,99.990,99.990,V
2457787.79062,2017-02-03.2899744,bg,1.48,99.990,99.990,99.990,99.990,99.990,V
2457789.78134,2017-02-05.2806223,bg,1.48,14.980,11.045,0.008,146.516,1.067,V
2457789.78264,2017-02-05.2819305,bg,1.52,14.972,11.047,0.008,146.260,0.996,V
2457789.78396,2017-02-05.2832438,bg,1.50,14.978,11.049,0.007,145.944,0.957,V
2457790.63033,2017-02-06.1295929,bh,1.36,15.048,11.051,0.006,145.686,0.875,V
2457790.63166,2017-02-06.1309144,bh,1.30,15.048,11.044,0.007,146.636,1.006,V
2457790.63297,2017-02-06.1322233,bh,1.33,15.033,11.031,0.006,148.331,0.825,V
2457791.81751,2017-02-07.3167245,bh,1.43,15.079,11.060,0.006,144.481,0.852,V
2457791.81882,2017-02-07.3180359,bh,1.45,15.060,11.031,0.006,148.421,0.895,V
2457791.82012,2017-02-07.3193325,bh,1.45,15.066,11.038,0.006,147.460,0.838,V
2457792.58898,2017-02-08.0881724,bh,1.34,15.030,11.055,0.007,145.144,0.842,V
2457792.59029,2017-02-08.0894842,bh,1.34,15.031,11.042,0.007,146.900,0.891,V
2457792.59160,2017-02-08.0907895,bh,1.31,15.018,11.042,0.007,146.873,0.905,V
2457792.60499,2017-02-08.1041846,bg,1.46,14.916,11.059,0.008,144.660,1.069,V
2457792.60630,2017-02-08.1054895,bg,1.44,14.907,11.027,0.007,149.005,1.031,V
2457792.60760,2017-02-08.1067894,bg,1.39,14.915,11.043,0.009,146.750,1.164,V
2457795.69999,2017-02-11.1990748,bh,1.52,14.891,11.029,0.008,148.599,1.099,V
2457795.70131,2017-02-11.2003910,bh,1.50,14.956,11.035,0.008,147.974,1.102,V
2457795.70261,2017-02-11.2016951,bh,1.50,14.928,11.024,0.008,149.412,1.125,V
2457796.64789,2017-02-12.1469405,bg,1.50,14.850,11.049,0.009,146.031,1.102,V
2457796.64920,2017-02-12.1482521,bg,1.45,14.878,11.047,0.008,146.180,1.117,V
2457796.65051,2017-02-12.1495658,bg,1.63,14.854,11.049,0.010,146.054,1.237,V
2457798.68418,2017-02-14.1831678,bg,1.41,14.927,11.037,0.008,147.627,1.101,V
2457798.68548,2017-02-14.1844652,bg,1.45,14.905,11.037,0.008,147.644,1.122,V
2457798.68679,2017-02-14.1857732,bg,1.50,14.928,11.058,0.008,144.825,1.121,V
2457798.77141,2017-02-14.2703905,bh,1.36,15.028,11.032,0.007,148.271,0.988,V
2457798.77272,2017-02-14.2716993,bh,1.36,15.026,11.030,0.006,148.519,0.895,V
2457798.77402,2017-02-14.2730075,bh,1.37,15.033,11.058,0.008,144.831,0.958,V
2457799.54776,2017-02-15.0467165,bg,1.44,14.947,11.042,0.007,146.847,0.980,V
2457799.54906,2017-02-15.0480136,bg,1.53,99.990,99.990,99.990,99.990,99.990,V
2457799.55036,2017-02-15.0493178,bg,1.54,14.961,11.061,0.007,144.380,0.941,V
2457800.72856,2017-02-16.2274833,bh,1.37,15.056,11.065,0.007,143.816,0.911,V
2457800.72986,2017-02-16.2287806,bh,1.36,15.041,11.021,0.006,149.874,0.913,V
2457800.73117,2017-02-16.2300912,bh,1.39,15.046,11.042,0.007,146.941,0.935,V
2457800.82964,2017-02-16.3285555,bg,1.40,14.940,11.047,0.008,146.251,1.087,V
2457800.83094,2017-02-16.3298538,bg,1.48,14.961,11.073,0.008,142.809,0.993,V
2457800.83224,2017-02-16.3311578,bg,1.51,14.927,11.046,0.007,146.381,1.003,V
2457801.60754,2017-02-17.1064252,bh,1.41,15.060,11.059,0.006,144.542,0.853,V
2457801.60884,2017-02-17.1077275,bh,1.44,15.048,11.029,0.007,148.754,0.933,V
2457801.61014,2017-02-17.1090348,bh,1.43,15.066,11.054,0.006,145.332,0.821,V
2457801.74159,2017-02-17.2404819,bg,1.46,14.962,11.045,0.008,146.506,1.054,V
2457801.74290,2017-02-17.2417861,bg,1.48,14.949,11.013,0.006,150.940,0.866,V
2457801.74421,2017-02-17.2430971,bg,1.46,14.994,11.103,0.008,138.901,1.007,V
2457802.69919,2017-02-18.1980479,bg,1.44,15.002,11.055,0.008,145.194,1.000,V
2457802.70050,2017-02-18.1993590,bg,1.46,14.961,11.061,0.008,144.270,1.094,V
2457802.70181,2017-02-18.2006697,bg,1.39,14.962,11.056,0.007,144.961,0.907,V
2457803.66491,2017-02-19.1637355,bg,1.42,99.990,99.990,99.990,99.990,99.990,V
2457803.66622,2017-02-19.1650511,bg,1.52,14.979,11.040,0.007,147.295,0.925,V
2457803.66754,2017-02-19.1663706,bg,1.44,14.995,11.052,0.008,145.569,1.048,V
2457805.84999,2017-02-21.3487553,bh,1.35,15.024,11.033,0.007,148.136,0.945,V
2457805.85129,2017-02-21.3500546,bh,1.39,15.022,11.033,0.007,148.074,0.888,V
2457805.85261,2017-02-21.3513670,bh,1.40,15.031,11.044,0.008,146.625,1.002,V
2457806.66668,2017-02-22.1654125,bh,1.40,15.045,11.026,0.006,149.143,0.856,V
2457806.66799,2017-02-22.1667277,bh,1.41,15.052,11.035,0.006,147.975,0.876,V
2457806.66930,2017-02-22.1680366,bh,1.41,15.059,11.058,0.006,144.796,0.807,V
2457806.77564,2017-02-22.2743697,bg,1.44,14.967,11.029,0.007,148.616,1.001,V
2457806.77695,2017-02-22.2756853,bg,1.49,14.962,11.056,0.007,145.079,0.995,V
2457806.77830,2017-02-22.2770328,bg,1.46,14.977,11.041,0.008,147.043,0.999,V
2457808.73247,2017-02-24.2311429,bg,1.43,14.943,11.025,0.007,149.249,0.900,V
2457808.73378,2017-02-24.2324569,bg,1.45,14.977,11.055,0.008,145.208,1.045,V
2457808.73509,2017-02-24.2337656,bg,1.47,15.008,11.105,0.007,138.698,0.953,V
2457812.59826,2017-02-28.0968304,bh,1.38,15.045,11.040,0.006,147.249,0.877,V
2457812.59958,2017-02-28.0981449,bh,1.34,15.037,11.031,0.006,148.421,0.895,V
2457812.60089,2017-02-28.0994540,bh,1.37,15.037,11.031,0.007,148.502,0.936,V
2457813.73261,2017-03-01.2311508,bg,1.51,14.960,11.050,0.007,145.862,0.986,V
2457813.73393,2017-03-01.2324598,bg,1.46,14.960,11.052,0.007,145.685,0.982,V
2457813.73522,2017-03-01.2337597,bg,1.53,14.974,11.059,0.008,144.603,1.006,V
2457816.64683,2017-03-04.1452910,bh,1.38,15.040,11.010,0.006,151.370,0.886,V
2457816.64815,2017-03-04.1466122,bh,1.40,15.081,11.083,0.006,141.455,0.863,V
2457816.64947,2017-03-04.1479363,bh,1.36,15.052,11.034,0.006,147.924,0.894,V
2457817.59656,2017-03-05.0949895,bg,1.45,14.975,11.037,0.008,147.575,1.032,V
2457817.59786,2017-03-05.0962987,bg,1.43,14.981,11.080,0.008,141.836,1.050,V
2457818.68294,2017-03-06.1813525,bg,1.53,14.980,11.035,0.008,147.902,1.011,V
2457818.68425,2017-03-06.1826609,bg,1.43,14.996,11.063,0.008,144.060,1.050,V
2457818.68556,2017-03-06.1839695,bg,1.45,14.984,11.050,0.008,145.837,0.997,V
2457820.73890,2017-03-08.2372574,bh,1.33,15.039,11.033,0.006,148.222,0.917,V
2457820.74020,2017-03-08.2385556,bh,1.31,15.058,11.043,0.007,146.772,0.973,V
2457820.74151,2017-03-08.2398675,bh,1.39,15.045,11.038,0.007,147.547,1.029,V
2457823.60980,2017-03-11.1080907,bg,1.59,14.896,11.062,0.008,144.237,1.151,V
2457823.61111,2017-03-11.1093994,bg,1.50,14.869,11.050,0.008,145.851,1.089,V
2457823.61242,2017-03-11.1107111,bg,1.51,14.872,11.055,0.009,145.069,1.210,V
2457823.68262,2017-03-11.1809094,bh,1.48,15.024,11.051,0.008,145.804,0.992,V
2457823.68391,2017-03-11.1822075,bh,1.46,14.983,11.027,0.007,148.918,0.959,V
2457823.68522,2017-03-11.1835099,bh,1.41,14.983,11.044,0.007,146.623,0.983,V
2457825.73069,2017-03-13.2289318,bg,1.45,14.837,11.050,0.010,145.931,1.250,V
2457825.73199,2017-03-13.2302425,bg,1.44,14.879,11.010,0.008,151.309,1.199,V
2457825.73331,2017-03-13.2315552,bg,1.43,14.872,11.023,0.009,149.647,1.227,V
2457826.50367,2017-03-14.0019035,bg,1.80,14.887,11.046,0.008,146.455,1.116,V
2457826.50498,2017-03-14.0032071,bg,1.75,14.916,11.063,0.008,144.123,1.098,V
2457826.50629,2017-03-14.0045223,bg,1.78,14.890,11.020,0.008,149.943,1.113,V
2457826.63115,2017-03-14.1293817,bh,1.39,14.979,11.058,0.007,144.815,0.954,V
2457826.63246,2017-03-14.1306875,bh,1.39,14.992,11.053,0.007,145.464,0.930,V
2457828.66072,2017-03-16.1589119,bg,1.50,14.920,11.058,0.008,144.710,1.083,V
2457828.66202,2017-03-16.1602100,bg,1.50,14.938,11.037,0.008,147.612,1.074,V
2457828.66332,2017-03-16.1615093,bg,1.45,14.914,11.035,0.008,147.763,1.070,V
2457828.76579,2017-03-16.2639739,bh,1.45,14.987,11.063,0.007,144.088,0.951,V
2457828.76709,2017-03-16.2652789,bh,1.51,14.998,11.050,0.007,145.879,0.891,V
2457828.76840,2017-03-16.2665843,bh,1.40,15.009,11.043,0.007,146.820,0.911,V
2457829.59283,2017-03-17.091,bh,2.08,15.059,11.026,0.006,149.028,0.846,V
2457829.59414,2017-03-17.0923120,bh,2.04,15.075,11.048,0.006,146.074,0.906,V
2457829.59545,2017-03-17.0936175,bh,2.03,15.078,11.048,0.007,146.115,0.923,V
2457830.69667,2017-03-18.1948256,bg,1.50,14.942,11.031,0.008,148.454,1.056,V
2457830.69901,2017-03-18.1971606,bg,1.42,14.923,11.040,0.007,147.133,0.975,V
2457831.71762,2017-03-19.2157535,bg,1.47,14.903,11.032,0.008,148.305,1.109,V
2457831.71893,2017-03-19.2170636,bg,1.42,14.907,11.038,0.008,147.559,1.122,V
2457831.72024,2017-03-19.2183722,bg,1.45,14.929,11.054,0.008,145.333,1.098,V
2457833.67439,2017-03-21.1724879,bh,1.61,15.116,11.048,0.006,146.181,0.878,V
2457833.67570,2017-03-21.1737934,bh,1.69,15.110,11.040,0.006,147.188,0.844,V
2457833.67700,2017-03-21.1750971,bh,1.68,15.111,11.036,0.006,147.726,0.881,V
2457833.74791,2017-03-21.2460018,bg,1.47,14.951,11.037,0.008,147.551,1.058,V
2457833.74921,2017-03-21.2473041,bg,1.51,14.954,11.076,0.008,142.429,1.077,V
2457833.75053,2017-03-21.2486233,bg,1.46,14.948,11.036,0.007,147.785,0.918,V
2457834.58827,2017-03-22.0863501,bh,2.06,15.039,11.032,0.007,148.347,0.962,V
2457834.58959,2017-03-22.0876707,bh,2.07,15.043,11.043,0.007,146.732,0.972,V
2457834.59090,2017-03-22.0889791,bh,2.04,15.037,11.027,0.007,148.927,0.963,V
2457835.74588,2017-03-23.2439428,bg,1.45,14.980,11.050,0.007,145.825,0.918,V
2457835.74717,2017-03-23.2452372,bg,1.51,14.960,11.033,0.007,148.100,1.001,V
2457835.74847,2017-03-23.2465373,bg,1.49,14.973,11.055,0.008,145.279,1.045,V
2457837.66101,2017-03-25.1590518,bg,1.41,14.963,11.041,0.008,147.084,1.001,V
2457837.66231,2017-03-25.1603509,bg,1.48,14.960,11.029,0.008,148.726,1.053,V
2457837.66362,2017-03-25.1616512,bg,1.44,14.971,11.048,0.008,146.096,1.020,V
2457838.67829,2017-03-26.1763151,bh,1.39,15.119,11.033,0.006,148.207,0.826,V
2457838.67964,2017-03-26.1776614,bh,1.42,15.113,11.025,0.006,149.252,0.790,V
2457838.68098,2017-03-26.1789972,bh,1.36,15.111,11.022,0.006,149.694,0.805,V
2457840.62092,2017-03-28.1189173,bg,1.45,14.969,11.051,0.007,145.711,0.959,V
2457840.70618,2017-03-28.2041768,bh,1.44,15.131,11.040,0.006,147.213,0.804,V
2457840.70944,2017-03-28.2074373,bh,1.45,15.116,11.021,0.006,149.823,0.843,V
2457840.71172,2017-03-28.2097129,bh,1.43,15.132,11.037,0.006,147.648,0.862,V
2457843.68588,2017-03-31.1838393,bg,1.47,99.990,99.990,99.990,99.990,99.990,V
2457843.68718,2017-03-31.1851357,bg,1.51,99.990,99.990,99.990,99.990,99.990,V
2457843.68848,2017-03-31.1864335,bg,1.46,99.990,99.990,99.990,99.990,99.990,V
2457844.71482,2017-04-01.2127651,bh,1.46,15.118,11.029,0.006,148.775,0.835,V
2457844.71613,2017-04-01.2140817,bh,1.51,15.111,11.019,0.006,150.122,0.829,V
2457844.71744,2017-04-01.2153898,bh,1.46,15.133,11.032,0.007,148.293,0.928,V
2457845.60637,2017-04-02.1043115,bg,1.50,99.990,99.990,99.990,99.990,99.990,V
2457845.60768,2017-04-02.1056218,bg,1.51,14.972,11.042,0.008,146.896,1.032,V
2457845.60899,2017-04-02.1069303,bg,1.52,99.990,99.990,99.990,99.990,99.990,V
2457847.69868,2017-04-04.1965995,bg,1.62,14.948,11.042,0.008,146.952,1.065,V
2457847.76210,2017-04-04.2600255,bh,1.52,15.092,11.031,0.006,148.459,0.883,V
2457847.76342,2017-04-04.2613395,bh,1.59,15.078,11.020,0.006,149.920,0.831,V
2457847.76473,2017-04-04.2626475,bh,1.53,15.100,11.036,0.006,147.675,0.819,V
2457850.70219,2017-04-07.2000887,bg,1.62,14.904,11.039,0.008,147.307,1.048,V
2457850.70348,2017-04-07.2013842,bg,1.69,14.916,11.057,0.008,144.837,1.098,V
2457850.70482,2017-04-07.2027232,bg,1.63,14.931,11.050,0.008,145.859,1.017,V
2457850.72243,2017-04-07.2203317,bh,1.56,15.105,11.032,0.007,148.370,0.943,V
2457850.72374,2017-04-07.2216396,bh,1.59,15.075,11.038,0.006,147.559,0.877,V
2457850.72511,2017-04-07.2230151,bh,1.56,15.094,11.022,0.007,149.719,0.964,V
2457852.55558,2017-04-09.0534699,bg,1.71,14.885,11.043,0.009,146.780,1.194,V
2457852.55800,2017-04-09.0558928,bg,1.82,14.863,11.035,0.009,147.839,1.203,V
2457852.56312,2017-04-09.0610120,bh,1.63,15.071,11.021,0.006,149.746,0.858,V
2457852.56439,2017-04-09.0622822,bh,1.73,15.083,11.029,0.006,148.636,0.902,V
2457852.56566,2017-04-09.0635525,bh,1.68,15.083,11.028,0.006,148.807,0.882,V
2457854.61550,2017-04-11.1133822,bg,1.51,14.887,11.046,0.008,146.442,1.084,V
2457854.61677,2017-04-11.1146456,bg,1.49,14.886,11.043,0.008,146.829,1.097,V
2457854.61803,2017-04-11.1159141,bg,1.47,14.906,11.073,0.008,142.717,1.098,V
2457854.73349,2017-04-11.2313743,bh,1.52,14.968,11.036,0.007,147.739,0.984,V
2457854.73476,2017-04-11.2326408,bh,1.58,15.013,11.038,0.007,147.442,0.900,V
2457856.62922,2017-04-13.1270902,bg,1.46,14.943,11.058,0.008,144.720,1.021,V
2457856.63048,2017-04-13.1283585,bg,1.42,14.922,11.057,0.008,144.868,1.023,V
2457856.63175,2017-04-13.1296206,bg,1.48,14.914,11.040,0.008,147.217,1.084,V
2457857.69264,2017-04-14.1905075,bh,1.62,13.580,11.095,0.028,139.962,3.607,V
2457857.69391,2017-04-14.1917793,bh,1.68,99.990,99.990,99.990,99.990,99.990,V
2457857.69518,2017-04-14.1930520,bh,1.65,99.990,99.990,99.990,99.990,99.990,V
2457858.54699,2017-04-15.0448619,bg,1.60,14.965,11.051,0.007,145.800,0.986,V
2457858.54826,2017-04-15.0461261,bg,1.61,14.976,11.067,0.008,143.508,1.007,V
2457858.54952,2017-04-15.0473888,bg,1.60,14.982,11.056,0.008,145.012,1.032,V
2457858.69582,2017-04-15.1936843,bh,1.48,15.089,11.032,0.006,148.326,0.849,V
2457858.69708,2017-04-15.1949519,bh,1.47,15.108,11.034,0.007,147.949,0.902,V
2457858.69834,2017-04-15.1962099,bh,1.49,15.079,11.023,0.006,149.486,0.863,V
2457862.60651,2017-04-19.1043819,bh,1.57,15.113,11.033,0.006,148.112,0.772,V
2457862.60778,2017-04-19.1056523,bh,1.62,15.109,11.035,0.006,147.845,0.825,V
2457862.60905,2017-04-19.1069163,bh,1.65,15.105,11.029,0.006,148.736,0.818,V
2457864.66544,2017-04-21.1633164,bg,1.44,14.977,11.047,0.007,146.166,0.975,V
2457864.66672,2017-04-21.1645932,bg,1.39,14.980,11.068,0.008,143.518,1.077,V
2457864.66799,2017-04-21.1658597,bg,1.42,14.978,11.066,0.007,143.597,0.949,V
2457866.67561,2017-04-23.1734927,bh,1.44,15.112,11.030,0.006,148.544,0.803,V
